Tiempo (s),Aceleracion Normal (m/s^2),Aceleracion Tangencial (m/s^2)
0.0,3.452681711823126e-05,-9.00835612534906
0.0349,-0.00010358045133513965,-7.104208276370098
0.0699,-0.0006902933961417681,-13.976707432931018
0.1048,-0.006982114368917585,-13.515316090998322
0.1397,0.1267152818587525,-3.8007359273655412
0.1746,0.3921226802760711,-0.6544448314538283
0.2096,1.0193483957685783,0.030558888649970334
0.2445,1.5556525807091708,1.6649942849762347
0.2794,2.247269428742351,5.0418847731656
0.3143,4.36876000187016,4.739671892455507
0.3493,6.0469496395738975,-0.3628390286143468
0.3842,6.3957325783783086,-4.425974233078181
0.4191,3.3242048809083804,-3.577649235915941
0.454,0.7056795144817363,-0.2814619598733144
0.489,0.28023072249898867,-0.3797263709221063
0.5239,3.308913473091572,0.7333088212184777
0.5588,7.151531856314095,15.658787458238487
0.5937,5.611639783913793,41.25897714342102
0.6287,3.1879889918684015,47.60627070092926
0.6636,5.613793718554973,25.331604782477605
0.6985,5.031389546692346,5.97742602970488
0.7335,1.021320768476552,3.4166772573986925
0.7684,0.18438171232573503,0.6826109108860705
0.8033,3.37385283692777,-6.996170155665082
0.8382,10.785729356000159,-5.539893569133478
0.8732,7.922781341515113,0.608324459692551
0.9081,3.995413801422183,0.2779105328056032
0.943,4.852085226951631,13.23649381124213
0.9779,2.359109214052763,26.94467401442668
1.0129,3.1958318209081544,-2.7593600931844904
1.0478,1.8769584382149036,-40.899930177375204
1.0827,3.510486475685174,-38.257192799581965
1.1176,4.788092511027006,-24.650814850775113
1.1526,4.750038812109227,-24.187269061926507
1.1875,8.680279562549492,-23.526602611127124
1.2224,7.521052469705625,-10.729652542352394
1.2573,0.45339720990427335,4.44237235870952
1.2923,31.458418373606804,4.3023692709675245
1.3272,81.28779113557586,152.81590673016515
1.3621,88.80645273976234,545.7917702216095
1.3971,166.27118111480235,339.7130277047089
1.432,138.20691318311032,-191.66262540121824
1.4669,117.4966392826707,-186.3680518555278
1.5018,130.06711082421532,-57.768769395567496
1.5368,202.12040409187364,-41.215559339332486
1.5717,205.7146625740969,-82.01161862939169
1.6066,133.97659586548315,-76.09039796449488
1.6415,100.42411437080553,-159.05736545911054
1.6765,-0.513529915579698,-112.19181590595312
1.7114,4.354522910367205,-8.941465410112226
1.7463,4.792293878187651,46.35746709158724
1.7812,14.333074971861084,58.32627378115925
1.8162,12.589821096501133,-49.06404083063813
1.8511,6.814397992278422,-22.467521954779208
1.886,6.554151007557499,-15.482699552911392
1.9209,9.039660028388486,-36.109104370128144
1.9559,10.936288416596009,-30.603944554542966
1.9908,10.126265406114404,-25.012903656926255
2.0257,4.754575482332109,-8.97156145651114
