Tiempo (s),velX (m/s),velY (m/s)
0.0,-0.5380014326647229,-0.02969197707735323
0.0349,-0.5380014326647229,-0.02969197707735323
0.0698,-0.5380014326647229,-0.02969197707735323
0.1047,-0.3414935530085133,0.15166547277939216
0.1396,-0.7484777936962708,-0.2491941260745063
0.1745,-2.178277220630383,-0.24928366762178092
0.2094,-2.794770773638957,0.10530085959886294
0.2443,-2.8345272206303576,0.44681232091691386
0.2792,-2.926755014326653,0.6037786532951247
0.3141,-3.0840795128939815,-0.02623567335243483
0.349,-3.8452722063037355,-0.4202184813753556
0.3838,-4.955075322812072,0.2232783357245295
0.4187,-5.822363701578174,0.6708213773314208
0.4536,-7.49391117478509,0.748030085959885
0.4885,-8.006088825214912,0.7874283667621751
0.5234,-5.1574140401146265,0.3021131805157615
0.5583,-3.3455408309455574,-0.0393982808022895
0.5932,-3.6871418338108795,0.0
0.6281,-3.7404190544412645,-0.013073065902580146
0.663,-3.1767550143266394,0.10458452722062828
0.6979,-2.389326647564463,0.23531518624642353
0.7328,-1.87652220630372,0.09142191977078011
0.7677,-1.4690186246418377,0.09222779369627633
0.8026,-1.063305873925502,0.22376432664756157
0.8375,-0.5259670487106041,0.21060171919770052
0.8724,0.026235673352428476,0.22376432664756157
0.9073,0.35539040114613396,0.11846346704871132
0.9422,0.3422277936962724,-0.11846346704871114
0.9771,0.09213825214900194,-0.250089541547271
1.012,-0.01316260744984833,0.0
1.0469,0.0,0.250089541547271
1.0817,0.0,0.10545193687231248
1.1166,0.0,-0.01318149210903667
1.1515,0.0,0.0
1.1864,-0.013073065902580167,0.0
1.2213,0.09142191977076723,0.0
1.2562,0.3275429799426868,0.0
1.2911,0.4329333810888191,0.0
1.326,0.41977077363895676,0.0
1.3609,0.4197707736389822,0.0
1.3958,0.4196812320917026,0.0
1.4307,0.42057664756445945,0.0
1.4656,0.35494269340974155,0.0
1.5005,-2.624910458452727,-0.19681232091690523
1.5354,31.58900429799424,1.7713108882521478
1.6052,36.790054918815656,1.3733285577841468
1.6401,-6.1595033428844586,-1.6532951289398337
1.675,-34.042532234956965,-5.354405444126072
1.7099,19.856196275071607,-3.3868194842406796
1.7448,24.343839541547304,0.7872492836676273
1.7796,-18.123923959827806,1.3671987087517876
1.8145,-14.3121413199426,-1.0255559540889536
1.8494,18.780265042979977,-1.483166189111749
1.8843,8.596973495702024,0.23665830945558589
1.9192,-16.719466332378197,0.5771848137535845
1.9541,-4.069573782234951,-0.6432664756446964
1.989,13.845719914040128,-0.6292084527220624
2.0239,1.9430515759312248,0.3939828080229214
2.0588,-9.619985673352463,0.6029727793696212
2.0937,-0.3413323782235131,0.038861031518622975
2.1286,6.338646131805177,0.21069126074498815
2.1635,-0.0657234957019863,0.3553904011461345
2.1984,-2.9922098853868153,0.1053008595988568
2.2333,-0.26226719197709336,-0.13162607449857258
2.2682,0.4464541547277883,-0.13162607449857175
2.3031,-0.03939828080228934,0.13162607449857175
2.338,-8.907233435388093e-14,0.15005372492834881
2.3729,-8.907233435388093e-14,-0.02369269340976139
